Player,Overall_Shooting_Rating,Total_Shots,Goals,Goal_Rate_%,Avg_Shot_Quality,Shot_Consistency,Best_Shot,Worst_Shot
ahmed kashi,52.2,23,1,4.3,51.6,21.4,97.0,31.0
alberto de la bella,52.2,60,6,10.0,50.7,22.6,100.0,13.0
michael williamson,52.1,21,2,9.5,50.7,21.5,99.0,13.0
jose holebas,52.1,52,4,7.7,51.0,20.9,95.0,31.0
yannick,52.1,21,0,0.0,51.5,18.8,100.0,33.0
francesco magnanelli,52.1,52,2,3.8,51.6,20.7,93.0,29.0
georges mandjeck,52.1,20,2,10.0,50.6,21.6,98.0,32.0
jules iloki,52.1,26,1,3.8,49.7,16.4,100.0,31.0
luca ceppitelli,52.0,23,1,4.3,48.1,13.4,87.0,25.0
gennaro sardo,52.0,71,5,7.0,50.9,22.6,100.0,13.0
lucas mendes,52.0,16,2,12.5,63.1,23.7,96.0,38.0
alberto grassi,52.0,21,0,0.0,52.0,21.9,99.0,33.0
javier acuna,52.0,17,3,17.6,58.5,23.2,100.0,34.0
rinaldo cruzado,52.0,32,1,3.1,51.5,21.1,98.0,34.0
daniel baier,52.0,177,5,2.8,51.6,22.1,98.0,31.0
jonny,52.0,46,3,6.5,51.0,24.0,95.0,13.0
federico balzaretti,52.0,34,1,2.9,51.5,21.8,95.0,29.0
emil hallfredsson,52.0,83,3,3.6,51.4,19.8,100.0,32.0
simone pesce,52.0,21,0,0.0,52.0,21.0,92.0,34.0
nicola murru,52.0,31,0,0.0,52.0,20.8,93.0,28.0
sebastian rode,51.9,67,4,6.0,50.7,19.3,100.0,28.0
ron vlaar,51.9,20,0,0.0,51.9,20.5,97.0,32.0
emre colak,51.9,24,1,4.2,51.3,23.2,97.0,32.0
diego perez,51.9,33,0,0.0,51.9,23.1,98.0,32.0
aleksandar ignjovski,51.9,48,1,2.1,51.6,21.5,100.0,32.0
gokhan inler,51.9,185,9,4.9,51.2,21.0,97.0,31.0
chris brunt,51.9,113,8,7.1,50.8,21.8,100.0,26.0
jordan adeoti,51.9,26,0,0.0,51.9,22.0,94.0,30.0
orhan ademi,51.8,18,1,5.6,56.7,25.0,95.0,27.0
niki zimling,51.8,22,1,4.5,51.1,22.8,100.0,28.0
saphir taider,51.8,102,4,3.9,51.2,20.1,100.0,27.0
jaime valdes,51.8,69,5,7.2,50.7,22.0,100.0,28.0
thanos petsos,51.8,42,1,2.4,51.4,22.1,94.0,26.0
cristian ledesma,51.7,71,4,5.6,50.9,22.1,99.0,28.0
didier ndong,51.7,41,2,4.9,51.0,21.5,98.0,32.0
gabriele perico,51.7,25,0,0.0,51.7,22.0,99.0,33.0
fernando gago,51.7,51,1,2.0,50.8,19.0,92.0,33.0
michel morganella,51.7,48,1,2.1,51.4,21.2,98.0,32.0
idrissa gueye,51.7,120,4,3.3,51.2,21.7,100.0,28.0
martin hinteregger,51.7,23,3,13.0,49.7,23.0,96.0,13.0
davide brivio,51.7,65,7,10.8,50.1,21.2,95.0,13.0
mario licka,51.7,58,0,0.0,51.7,20.5,95.0,32.0
inigo lekue,51.6,17,2,11.8,58.9,25.1,100.0,32.0
ivan radovanovic,51.6,161,2,1.2,51.4,20.8,95.0,28.0
filippo porcari,51.6,52,2,3.8,51.0,20.3,95.0,32.0
fabrice ehret,51.6,17,2,11.8,58.9,26.1,100.0,30.0
cedrick makiadi,51.6,21,1,4.8,50.9,20.6,99.0,33.0
ben davies,51.6,23,0,0.0,50.5,17.7,95.0,33.0
afriyie acquah,51.5,100,4,4.0,50.9,21.2,100.0,29.0
pedro mosquera,51.4,56,2,3.6,50.9,20.5,98.0,33.0
alan hutton,51.4,31,3,9.7,50.0,22.2,97.0,13.0
rudy mater,51.4,42,2,4.8,50.7,24.1,93.0,13.0
pirmin schwegler,51.4,75,3,4.0,50.8,20.2,94.0,30.0
didac,51.4,25,2,8.0,49.0,17.6,95.0,27.0
matteo rubin,51.4,27,1,3.7,50.9,21.4,100.0,33.0
fabien robert,51.4,17,1,5.9,59.5,24.9,97.0,35.0
abdou traore,51.3,23,2,8.7,48.3,16.6,97.0,28.0
antonio valencia,51.3,16,1,6.2,63.2,23.0,100.0,38.0
milan badelj,51.3,102,6,5.9,50.4,21.5,95.0,26.0
alexander kacaniklic,51.3,26,1,3.8,49.8,18.3,95.0,32.0
junior hoilett,51.3,24,0,0.0,51.3,20.4,95.0,33.0
boukary drame,51.3,88,2,2.3,50.9,21.8,99.0,26.0
cheikh mbengue,51.2,31,1,3.2,50.7,20.5,95.0,28.0
alvaro vadillo,51.2,33,0,0.0,51.2,21.0,98.0,32.0
ayoze,51.2,19,0,0.0,53.8,22.4,90.0,26.0
pierrick valdivia,51.2,53,1,1.9,50.9,20.9,95.0,29.0
johann berg gudmundsson,51.2,16,1,6.2,63.1,24.3,97.0,33.0
antoine conte,51.2,24,0,0.0,51.2,22.4,94.0,31.0
cedric soares,51.2,21,0,0.0,51.2,22.4,97.0,33.0
daniel drinkwater,51.2,75,3,4.0,50.5,19.8,93.0,32.0
manuel arana,51.2,30,2,6.7,50.0,19.7,90.0,32.0
micah richards,51.1,16,1,6.2,62.9,23.6,97.0,41.0
perparim hetemaj,51.1,139,1,0.7,50.9,20.8,100.0,32.0
abdoulay konko,51.1,63,2,3.2,50.3,19.5,99.0,13.0
vitorino antunes,51.1,65,2,3.1,50.7,22.4,95.0,27.0
amine harit,51.1,27,1,3.7,50.3,19.6,100.0,33.0
alfred duncan,51.1,104,2,1.9,50.7,19.8,100.0,28.0
marcel schmelzer,51.0,135,2,1.5,50.7,20.6,100.0,29.0
birama toure,51.0,30,0,0.0,51.0,21.0,98.0,31.0
canas,51.0,21,0,0.0,51.0,21.6,90.0,32.0
gabriel silva,51.0,41,2,4.9,50.0,19.6,100.0,33.0
william kvist,51.0,27,0,0.0,50.8,19.5,88.0,31.0
aiden mcgeady,50.9,32,1,3.1,50.4,19.8,95.0,31.0
vurnon anita,50.9,35,2,5.7,49.5,18.9,95.0,32.0
calum chambers,50.9,18,2,11.1,54.9,24.5,96.0,33.0
florian jungwirth,50.9,18,0,0.0,56.6,23.1,98.0,32.0
javi lopez,50.9,48,3,6.2,49.9,21.2,100.0,13.0
roberto rosales,50.9,53,1,1.9,50.2,19.2,93.0,32.0
jean calve,50.8,15,3,20.0,64.8,24.9,95.0,32.0
jamel saihi,50.8,36,0,0.0,50.6,19.5,95.0,33.0
rey manaj,50.8,16,2,12.5,61.7,22.2,95.0,42.0
raphael holzhauser,50.8,34,0,0.0,50.8,23.5,100.0,28.0
marc valiente,50.7,21,2,9.5,49.2,23.9,97.0,13.0
alexander tettey,50.7,46,4,8.7,49.4,20.6,100.0,32.0
gaetan bussmann,50.7,37,4,10.8,49.1,20.0,98.0,13.0
leandro paredes,50.7,73,4,5.5,49.9,21.2,95.0,30.0
manuel pasqual,50.7,101,5,5.0,50.0,20.8,100.0,13.0
phil bardsley,50.7,46,0,0.0,50.5,19.5,94.0,32.0
joey barton,50.7,60,2,3.3,50.2,20.8,100.0,32.0
marcel halstenberg,50.7,18,0,0.0,56.3,21.6,96.0,32.0
baptiste santamaria,50.7,21,1,4.8,50.0,22.0,90.0,28.0
ali adnan,50.6,24,1,4.2,49.5,19.0,95.0,32.0
lionel mathis,50.6,44,0,0.0,50.6,21.0,90.0,29.0
eduardo,50.6,15,3,20.0,64.5,26.4,100.0,31.0
marcos rojo,50.6,31,0,0.0,50.1,19.1,96.0,33.0
ze castro,50.6,29,3,10.3,49.1,22.1,99.0,13.0
djakaridja kone,50.6,32,1,3.1,50.1,24.0,100.0,28.0
filip djuricic,50.6,18,0,0.0,56.2,21.1,95.0,33.0
oriol romeu,50.6,58,1,1.7,50.2,19.8,98.0,32.0
romain thomas,50.6,14,2,14.3,70.2,24.3,97.0,42.0
issiar dia,50.6,15,3,20.0,64.5,24.6,98.0,34.0
ji dongwon,50.5,17,1,5.9,58.5,24.7,95.0,25.0
alessandro agostini,50.5,20,1,5.0,49.8,22.7,94.0,13.0
iriney,50.5,28,0,0.0,50.4,19.8,90.0,32.0
angelo palombo,50.5,42,2,4.8,49.8,22.3,100.0,27.0
oliver sorg,50.5,59,2,3.4,49.7,19.3,95.0,26.0
dominik kohr,50.5,54,1,1.9,49.3,18.1,97.0,28.0
junior diaz,50.5,34,2,5.9,48.5,17.7,98.0,28.0
fede,50.4,48,1,2.1,49.9,19.6,98.0,32.0
mane,50.4,28,1,3.6,49.9,20.3,100.0,29.0
pedro mendes,50.4,21,0,0.0,47.4,13.9,88.0,32.0
lee cattermole,50.4,35,2,5.7,49.4,19.9,100.0,29.0
robert gucher,50.4,21,0,0.0,50.4,21.7,90.0,32.0
matthias ostrzolek,50.4,66,1,1.5,50.2,20.4,100.0,32.0
idrissa gana gueye,50.4,29,0,0.0,50.2,19.6,92.0,32.0
felix kroos,50.4,31,1,3.2,48.8,17.8,98.0,33.0
giandomenico mesto,50.4,17,1,5.9,58.4,23.9,95.0,35.0
kevin theophilecatherine,50.3,62,2,3.2,49.8,21.2,97.0,27.0
paolo grossi,50.3,16,1,6.2,61.9,25.3,95.0,32.0
ermir lenjani,50.3,18,1,5.6,55.1,21.6,95.0,33.0
juan vargas,50.3,135,7,5.2,48.9,18.7,98.0,27.0
valdet rama,50.3,17,1,5.9,58.3,22.1,95.0,33.0
thomas manfredini,50.3,28,1,3.6,49.7,19.9,92.0,13.0
francesco della rocca,50.2,20,0,0.0,49.7,19.1,97.0,35.0
ferdinando sforzini,50.2,19,0,0.0,52.5,19.3,97.0,34.0
harry maguire,50.2,18,0,0.0,55.8,23.5,97.0,35.0
saphir sliti taider,50.2,77,4,5.2,48.4,18.0,100.0,30.0
mirko gori,50.2,23,0,0.0,50.2,21.0,86.0,30.0
adlene guedioura,50.2,41,0,0.0,50.2,22.3,97.0,26.0
omar elabdellaoui,50.1,18,1,5.6,54.8,23.4,100.0,32.0
ruben vezo,50.1,15,1,6.7,65.8,23.9,99.0,40.0
davide astori,50.1,75,6,8.0,48.9,20.5,98.0,13.0
giovanni pasquale,50.1,41,1,2.4,49.6,19.9,100.0,33.0
fernando navarro,50.0,19,0,0.0,52.6,20.8,93.0,33.0
wanderson,50.0,24,0,0.0,48.9,17.9,100.0,35.0
phil jones,50.0,18,1,5.6,54.7,21.0,97.0,33.0
antonio balzano,50.0,25,1,4.0,49.4,21.1,90.0,13.0
didier digard,50.0,93,4,4.3,49.4,21.2,96.0,13.0
dennis diekmeier,50.0,26,0,0.0,50.0,20.4,93.0,33.0
carles puyol,50.0,13,5,38.5,71.1,25.0,98.0,43.0
javier zanetti,50.0,17,0,0.0,58.9,22.3,98.0,35.0
dominik kaiser,49.9,18,1,5.6,54.6,23.1,95.0,33.0
mehdi carcelagonzalez,49.9,14,2,14.3,69.1,23.1,100.0,41.0
michel macedo,49.9,22,2,9.1,48.0,19.0,95.0,30.0
florian klein,49.9,35,4,11.4,48.2,20.6,100.0,13.0
christian trasch,49.9,51,0,0.0,49.7,19.7,95.0,32.0
paul dummett,49.8,35,3,8.6,48.5,20.7,98.0,13.0
quini,49.8,27,0,0.0,49.7,19.9,100.0,31.0
rafael marquez,49.8,17,1,5.9,57.7,27.6,97.0,13.0
anders agnes konradsen,49.8,22,1,4.5,46.9,15.5,90.0,32.0
geoffroy serey die,49.8,24,1,4.2,47.7,17.0,93.0,33.0
eraso,49.8,15,2,13.3,64.5,25.7,100.0,32.0
sam clucas,49.8,21,0,0.0,47.2,14.9,90.0,32.0
marco marchionni,49.8,55,2,3.6,49.0,19.5,100.0,33.0
scott parker,49.8,16,2,12.5,60.4,27.8,98.0,32.0
franck beria,49.7,44,2,4.5,49.0,20.6,95.0,13.0
mohamed elneny,49.7,22,0,0.0,47.4,15.4,90.0,32.0
fernando tissone,49.7,69,2,2.9,49.3,20.6,96.0,13.0
manuel lanzarote,49.7,17,1,5.9,57.6,23.0,99.0,35.0
jose mari,49.7,50,0,0.0,49.7,20.0,91.0,26.0
javier pinola,49.7,35,0,0.0,49.7,21.7,97.0,31.0
davide di gennaro,49.7,14,2,14.3,68.9,26.9,97.0,32.0
davide biondini,49.7,54,3,5.6,48.9,20.6,100.0,32.0
adam bodzek,49.6,17,2,11.8,56.6,25.4,97.0,32.0
federico ceccherini,49.6,19,2,10.5,50.7,22.4,96.0,13.0
christian pander,49.6,51,2,3.9,49.0,20.3,97.0,28.0
mcdonald mariga,49.6,42,1,2.4,49.2,19.9,100.0,33.0
tomas rincon,49.6,98,3,3.1,48.8,19.3,100.0,25.0
nacho novo,49.5,14,3,21.4,67.6,25.1,100.0,33.0
angelo ogbonna,49.5,35,0,0.0,48.4,17.8,95.0,31.0
saber khlifa,49.5,14,1,7.1,69.6,22.8,100.0,38.0
jan kirchhoff,49.5,45,1,2.2,49.1,20.3,98.0,13.0
harry arter,49.5,64,1,1.6,49.0,19.4,90.0,32.0
christian gunter,49.5,39,1,2.6,47.9,17.4,100.0,13.0
john brooks,49.4,14,1,7.1,69.6,25.6,97.0,27.0
miguel flano,49.4,17,2,11.8,56.4,23.5,100.0,30.0
dean marney,49.4,21,1,4.8,48.7,20.3,88.0,28.0
jordy clasie,49.4,24,0,0.0,48.5,18.3,100.0,32.0
nico pareja,49.4,15,2,13.3,63.9,27.0,98.0,32.0
david ducourtioux,49.4,98,1,1.0,48.4,18.4,99.0,26.0
silvio,49.4,22,2,9.1,47.9,19.7,100.0,32.0
marlos moreno,49.3,19,0,0.0,51.7,19.6,95.0,36.0
helder barbosa,49.3,17,1,5.9,57.1,25.4,97.0,33.0
sotirios ninis,49.3,15,0,0.0,65.7,23.9,90.0,33.0
daniele mannini,49.3,19,0,0.0,51.9,20.5,99.0,35.0
yann bodiger,49.3,30,1,3.3,48.5,19.4,100.0,32.0
nicolas frey,49.2,20,1,5.0,47.0,17.1,88.0,13.0
noah joel sarenren bazee,49.2,18,0,0.0,54.7,21.2,95.0,34.0
vincenzo iaquinta,49.2,18,0,0.0,54.6,21.0,100.0,35.0
ivan piris,49.2,27,0,0.0,49.2,23.8,100.0,28.0
rafidine abdullah,49.1,19,1,5.3,50.9,21.4,95.0,31.0
charles kabore,49.1,30,0,0.0,49.1,20.9,95.0,33.0
daniele galloppa,49.1,48,2,4.2,46.5,16.2,90.0,33.0
gerald asamoah,49.1,16,0,0.0,61.4,25.0,98.0,37.0
jeremy morel,49.0,54,4,7.4,47.9,20.6,96.0,13.0
nathan baker,49.0,18,1,5.6,53.6,22.8,97.0,13.0
emiliano insua,48.9,45,1,2.2,48.2,19.2,100.0,29.0
sergio da silva pinto,48.9,47,2,4.3,48.2,19.8,99.0,29.0
javier arizmendi,48.9,15,2,13.3,63.2,26.6,97.0,31.0
sime vrsaljko,48.9,31,0,0.0,48.9,20.1,100.0,31.0
alexander baumjohann,48.8,17,1,5.9,56.6,22.4,93.0,36.0
david simon,48.8,14,2,14.3,67.6,30.4,100.0,13.0
william vainqueur,48.8,18,0,0.0,54.2,23.4,95.0,31.0
gaston brugman,48.8,20,0,0.0,47.9,18.1,90.0,32.0
miguel lopes,48.8,17,1,5.9,56.5,27.4,98.0,13.0
stefano okaka chuka,48.7,14,2,14.3,67.5,24.2,98.0,42.0
cheick doukoure,48.6,35,2,5.7,46.5,17.7,100.0,13.0
babin,48.6,13,2,15.4,72.5,26.1,97.0,39.0
sebastian jung,48.6,43,2,4.7,47.9,21.2,100.0,13.0
jonny evans,48.6,18,2,11.1,50.6,16.6,97.0,35.0
gyorgy garics,48.5,35,3,8.6,46.6,18.9,95.0,13.0
bocundji ca,48.5,23,0,0.0,48.5,20.2,98.0,32.0
andrew surman,48.5,20,0,0.0,45.9,14.8,100.0,32.0
wesley hoedt,48.5,21,1,4.8,47.8,20.1,96.0,28.0
archimede morleo,48.5,58,2,3.4,48.0,21.1,92.0,13.0
eric tie bi,48.4,24,0,0.0,48.4,21.0,100.0,33.0
marcel de jong,48.4,32,1,3.1,47.1,18.3,90.0,28.0
cristiano biraghi,48.4,49,2,4.1,47.8,20.1,95.0,13.0
lautaro acosta,48.4,15,2,13.3,62.6,25.0,100.0,35.0
norman theuerkauf,48.4,21,0,0.0,46.4,16.0,95.0,32.0
ze eduardo,48.4,17,1,5.9,56.0,24.7,98.0,30.0
christopher maboulou,48.4,17,3,17.6,54.1,19.5,93.0,28.0
johannes van den bergh,48.3,16,0,0.0,60.4,25.5,90.0,32.0
javier espinosa,48.3,14,2,14.3,66.9,28.4,100.0,32.0
olivier sorlin,48.3,54,3,5.6,47.0,19.2,95.0,29.0
luciano neves,48.3,15,1,6.7,63.3,23.1,98.0,35.0
marco davide faraoni,48.3,21,1,4.8,45.0,14.9,86.0,30.0
yuri,48.3,44,2,4.5,46.8,18.4,95.0,32.0
matteo mancosu,48.2,12,2,16.7,77.8,24.2,100.0,42.0
laszlo kleinheisler,48.2,19,1,5.3,49.9,20.0,97.0,32.0
gianpaolo bellini,48.2,22,3,13.6,46.2,21.4,95.0,13.0
damia,48.2,35,0,0.0,48.2,20.6,100.0,28.0
leonardo capezzi,48.2,17,0,0.0,56.6,22.3,96.0,32.0
cheick tiote,48.2,51,0,0.0,48.2,20.1,90.0,29.0
jefferson lerma,48.1,34,1,2.9,45.8,16.2,98.0,33.0
maxime poundje,48.1,20,1,5.0,46.6,18.4,90.0,32.0
lass diarra,48.1,20,1,5.0,47.4,20.8,89.0,32.0
ibrahim amadou,48.1,16,1,6.2,59.1,23.4,98.0,29.0
cafu,48.0,16,0,0.0,60.0,25.5,100.0,32.0
francisco casquero,48.0,20,0,0.0,48.0,20.2,95.0,32.0
sergio pinto,48.0,67,1,1.5,47.1,18.5,90.0,27.0
joel pohjanpalo,48.0,13,4,30.8,69.2,26.1,100.0,44.0
nono,48.0,33,0,0.0,45.7,15.3,90.0,33.0
hamari traore,48.0,17,2,11.8,54.8,24.3,95.0,29.0
pablo armero,47.9,37,2,5.4,46.4,18.5,95.0,13.0
brede hangeland,47.8,13,2,15.4,71.2,26.8,97.0,36.0
ferjani sassi,47.8,15,1,6.7,62.8,27.0,100.0,33.0
federico chiesa,47.8,16,1,6.2,58.8,25.1,95.0,35.0
guilherme,47.8,63,0,0.0,47.8,20.5,100.0,28.0
nicolas seube,47.7,51,2,3.9,46.5,18.7,97.0,30.0
yann mvila,47.7,64,1,1.6,46.4,18.0,95.0,27.0
pape souare,47.7,47,4,8.5,45.8,18.8,97.0,13.0
mehdi lacen,47.7,56,2,3.6,44.1,13.9,90.0,32.0
andreas ottl,47.6,31,0,0.0,47.6,20.2,95.0,31.0
jose angel,47.6,36,1,2.8,46.8,19.3,93.0,28.0
alexis blin,47.6,24,0,0.0,47.5,19.8,99.0,33.0
gaby mudingayi,47.6,33,0,0.0,46.5,17.8,98.0,32.0
edson braafheid,47.6,24,2,8.3,46.1,19.6,99.0,13.0
tiberio guarente,47.5,45,2,4.4,46.3,19.0,98.0,32.0
castro,47.5,14,3,21.4,64.6,24.2,100.0,38.0
carlos pena,47.5,21,1,4.8,46.5,19.5,96.0,28.0
claudio yacob,47.4,33,1,3.0,46.5,19.0,99.0,33.0
mikel arteta,47.4,17,4,23.5,52.3,28.0,98.0,13.0
sisi,47.4,18,0,0.0,52.7,21.0,93.0,32.0
jota,47.4,16,0,0.0,59.2,23.6,100.0,31.0
babacar gueye,47.4,14,1,7.1,66.7,23.5,99.0,43.0
garry mendes rodrigues,47.4,19,1,5.3,43.9,9.6,75.0,31.0
roberto lago,47.3,21,0,0.0,45.4,16.1,88.0,30.0
massadio haidara,47.3,30,1,3.3,46.8,20.6,90.0,13.0
william remy,47.2,20,0,0.0,47.2,20.0,86.0,26.0
ruben perez,47.2,89,1,1.1,46.6,19.1,96.0,28.0
slobodan medojevic,47.1,18,1,5.6,49.9,16.7,94.0,35.0
pablo alvarez,47.1,28,0,0.0,46.4,18.7,95.0,32.0
gaetano letizia,47.1,24,1,4.2,46.1,19.1,95.0,33.0
alexander milosevic,47.1,16,0,0.0,58.8,23.8,97.0,26.0
mijat gacinovic,47.1,16,1,6.2,57.9,21.9,95.0,34.0
wes brown,47.1,20,2,10.0,43.5,15.9,92.0,13.0
fausto rossi,47.0,32,1,3.1,44.1,15.2,98.0,26.0
neil taylor,47.0,20,0,0.0,39.8,5.6,50.0,32.0
atila turan,46.9,22,1,4.5,46.2,21.3,100.0,28.0
cicinho,46.9,16,1,6.2,57.7,20.6,89.0,40.0
valon behrami,46.8,55,1,1.8,45.4,17.8,95.0,13.0
ryan taylor,46.8,16,0,0.0,58.4,24.2,90.0,32.0
raul jimenez,46.7,13,1,7.7,70.7,24.4,97.0,35.0
jose casado,46.7,28,0,0.0,44.9,16.4,90.0,32.0
adrian ricchiuti,46.7,19,0,0.0,48.3,18.3,95.0,35.0
oliver kirch,46.7,37,2,5.4,44.3,16.7,97.0,25.0
sebastien pocognoli,46.7,18,0,0.0,51.9,22.0,95.0,32.0
emi,46.6,15,1,6.7,61.1,25.2,95.0,33.0
stefan de vrij,46.5,16,1,6.2,57.2,21.2,97.0,35.0
dani garcia,46.5,47,1,2.1,45.4,18.5,95.0,31.0
jose basanta,46.4,15,2,13.3,59.9,23.6,97.0,38.0
federico melchiorri,46.4,13,3,23.1,68.0,25.8,98.0,33.0
sebastian eriksson,46.4,17,0,0.0,54.6,24.0,95.0,31.0
fabian schar,46.4,19,1,5.3,48.0,21.3,98.0,24.0
pedro mba obiang,46.4,32,1,3.1,42.4,12.9,88.0,32.0
ben watson,46.4,17,1,5.9,53.4,19.2,90.0,32.0
raman chibsah,46.3,23,0,0.0,42.7,12.9,95.0,32.0
mickael tacalfred,46.3,24,2,8.3,45.0,22.8,98.0,13.0
alvaro rubio,46.2,23,0,0.0,44.2,16.0,89.0,33.0
erik pieters,46.1,28,1,3.6,44.4,17.5,98.0,25.0
bryan cristante,46.1,18,1,5.6,49.6,18.2,90.0,29.0
zakaria bakkali,46.1,16,2,12.5,55.8,21.9,98.0,35.0
romain genevois,46.0,17,2,11.8,52.3,20.1,94.0,36.0
unai lopez,46.0,17,0,0.0,54.1,21.5,95.0,30.0
ravel morrison,46.0,17,2,11.8,52.3,23.8,95.0,32.0
mario rui,46.0,54,0,0.0,43.9,15.7,95.0,29.0
ismael diomande,46.0,26,1,3.8,43.9,17.0,90.0,31.0
garry bocaly,46.0,19,0,0.0,45.7,14.5,85.0,33.0
agra,45.8,17,1,5.9,53.0,22.9,95.0,33.0
arthur masuaku,45.8,18,1,5.6,49.7,19.2,87.0,33.0
yacouba sylla,45.8,15,1,6.7,60.1,23.3,93.0,35.0
cedric hengbart,45.8,17,1,5.9,51.9,17.9,96.0,35.0
david hellebuyck,45.7,17,1,5.9,52.8,19.8,95.0,35.0
ximo navarro,45.7,16,0,0.0,57.1,27.7,95.0,32.0
julien escude,45.7,15,1,6.7,59.9,25.0,97.0,36.0
lucio,45.6,17,0,0.0,52.5,17.7,90.0,35.0
botelho,45.6,15,1,6.7,59.9,26.2,100.0,36.0
francis coquelin,45.5,26,0,0.0,41.7,12.4,93.0,32.0
benjamin kessel,45.4,15,2,13.3,58.5,25.6,99.0,33.0
federico di francesco,45.4,15,1,6.7,59.5,21.6,95.0,35.0
ronald zubar,45.4,15,2,13.3,58.5,23.5,96.0,35.0
naim sliti,45.4,17,1,5.9,52.6,23.0,95.0,32.0
lazar markovic,45.3,16,2,12.5,54.8,22.0,100.0,35.0
leon balogun,45.2,17,1,5.9,52.3,21.0,98.0,36.0
inigo perez,45.2,17,0,0.0,53.2,21.9,90.0,32.0
de marcos,45.1,15,2,13.3,58.1,24.9,97.0,34.0
issa cissokho,45.1,18,0,0.0,50.1,20.3,95.0,32.0
michael frey,45.1,13,2,15.4,67.0,27.0,97.0,33.0
marcello gazzola,45.1,17,0,0.0,53.1,22.4,95.0,33.0
joan capdevila,45.1,18,1,5.6,49.3,23.2,93.0,13.0
luisinho,45.0,20,0,0.0,42.4,14.9,100.0,32.0
jose sosa,44.9,17,0,0.0,52.8,22.9,93.0,33.0
matej vydra,44.9,11,3,27.3,77.5,27.0,100.0,37.0
mikel balenziaga,44.9,22,2,9.1,43.5,20.0,97.0,13.0
immanuel hohn,44.8,15,0,0.0,59.7,23.2,100.0,36.0
hiroki sakai,44.8,15,2,13.3,57.7,23.9,92.0,33.0
federico casarini,44.8,17,1,5.9,51.8,22.9,93.0,33.0
michael kightly,44.8,15,1,6.7,58.7,24.3,95.0,34.0
ali mmadi,44.7,15,1,6.7,58.6,24.7,95.0,35.0
xavier pentecote,44.7,12,0,0.0,74.5,27.4,100.0,41.0
dominique heintz,44.7,13,2,15.4,66.5,25.4,97.0,33.0
simon falette,44.6,12,2,16.7,71.8,24.4,98.0,41.0
almamy toure,44.6,12,4,33.3,69.4,25.2,100.0,38.0
mauro boselli,44.6,15,0,0.0,59.5,20.5,97.0,42.0
ryan bennett,44.6,14,3,21.4,60.4,31.6,100.0,13.0
cristhian stuani,44.6,12,4,33.3,69.2,24.6,96.0,38.0
alejandro martinuccio,44.6,16,1,6.2,54.8,24.7,100.0,32.0
zakarya bergdich,44.4,18,0,0.0,49.3,20.4,95.0,32.0
yoann poulard,44.4,14,4,28.6,59.2,30.6,98.0,13.0
chris mavinga,44.4,18,2,11.1,47.7,21.7,93.0,13.0
cedric varrault,44.4,15,1,6.7,58.3,26.4,96.0,26.0
remi walter,44.4,17,0,0.0,51.6,18.7,90.0,32.0
amadou diawara,44.4,23,0,0.0,39.8,10.8,83.0,28.0
adnane tighadouini,44.4,15,1,6.7,58.3,22.5,95.0,35.0
tono,44.3,18,0,0.0,48.7,18.8,90.0,32.0
luis farina,44.3,14,1,7.1,62.2,24.4,100.0,38.0
dani ndi,44.3,15,1,6.7,58.1,21.9,97.0,34.0
kevin koubemba,44.3,16,0,0.0,55.4,20.3,95.0,35.0
diego reyes,44.2,14,5,35.7,57.9,24.7,96.0,13.0
chechu dorado,44.2,16,3,18.8,52.4,27.0,97.0,13.0
johan ramare,44.2,17,0,0.0,51.9,22.5,99.0,32.0
adam forshaw,44.2,17,0,0.0,52.0,21.2,90.0,32.0
edu,44.2,16,1,6.2,54.2,21.7,92.0,31.0
andrew robertson,44.2,15,0,0.0,58.9,22.2,100.0,34.0
domingo cisma,44.1,19,0,0.0,46.2,19.4,92.0,30.0
marvin emnes,44.1,15,1,6.7,57.8,21.4,100.0,38.0
cabral,44.1,14,0,0.0,63.0,25.3,97.0,35.0
gaetano monachello,44.0,15,0,0.0,58.6,23.5,99.0,35.0
lillo,44.0,16,0,0.0,55.0,23.7,90.0,32.0
lluis sastre,43.9,17,1,5.9,50.6,19.8,92.0,33.0
dennis praet,43.8,16,0,0.0,54.7,21.1,90.0,35.0
mahir saglik,43.8,12,1,8.3,71.8,25.5,97.0,38.0
james wilson,43.8,12,3,25.0,69.2,23.7,98.0,38.0
akaki gogia,43.7,16,0,0.0,54.6,21.2,95.0,35.0
antony robic,43.6,16,0,0.0,54.5,21.8,95.0,34.0
nicolas hofler,43.6,12,3,25.0,68.8,29.3,96.0,13.0
siem de jong,43.6,13,1,7.7,65.9,26.6,100.0,39.0
ruben olivera,43.5,18,0,0.0,46.0,15.4,90.0,33.0
youssef ait bennasser,43.5,15,3,20.0,55.0,26.5,100.0,28.0
roderic filippi,43.5,15,4,26.7,54.0,25.8,93.0,13.0
johan martial,43.5,17,1,5.9,50.3,22.8,97.0,13.0
santiago gentiletti,43.4,14,4,28.6,57.8,26.0,98.0,13.0
daniel williams,43.4,15,1,6.7,56.9,26.1,100.0,32.0
sebastian kerk,43.4,15,0,0.0,57.9,23.5,95.0,35.0
javier mascherano,43.3,18,0,0.0,47.7,19.2,90.0,27.0
benjamin bourigeaud,43.2,14,2,14.3,59.6,23.4,98.0,33.0
carlos marchena,43.2,16,3,18.8,51.2,23.4,98.0,13.0
